time_s,target_w,rpm,dc_link_voltage_v,bus_voltage_v,charge_current_a,rectifier_temp_c,buck_temp_c,exhaust_zone_temp_c,throttle_request
481,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
482,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
483,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
484,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
485,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
486,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
487,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
488,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
489,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
490,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
491,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
492,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
493,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
494,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
495,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
496,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
497,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
498,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
499,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
500,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
501,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
502,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
503,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
504,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
505,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
506,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
507,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
508,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
509,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
510,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
511,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
512,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
513,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
514,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
515,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
516,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
517,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
518,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
519,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
520,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
521,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
522,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
523,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
524,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
525,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
526,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
527,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
528,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
529,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
530,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
531,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
532,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
533,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
534,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
535,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
536,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
537,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
538,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
539,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
540,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
541,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
542,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
543,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
544,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
545,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
546,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
547,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
548,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
549,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
550,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
551,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
552,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
553,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
554,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
555,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
556,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
557,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
558,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
559,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
560,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
561,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
562,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
563,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
564,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
565,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
566,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
567,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
568,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
569,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
570,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
571,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
572,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
573,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
574,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
575,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
576,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
577,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
578,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
579,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
580,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
581,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
582,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
583,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
584,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
585,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
586,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
587,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
588,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
589,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
590,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
591,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
592,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
593,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
594,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
595,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
596,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
597,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
598,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
599,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
600,700.0,6470.0,59.5,28.599999999999998,24.475524475524477,85.0,82.0,165.0,1.0
